1;0;2383.00;9.90;1123.00;0.00;0.24
2;0;2226.00;10.20;737.00;0.00;0.40
3;0;2323.00;11.25;750.00;0.00;0.32
4;0;2511.00;10.57;1222.00;0.00;0.32
5;0;2423.00;10.15;1284.00;0.00;0.32
6;0;2499.00;10.55;1297.00;0.00;0.36
7;0;2415.00;9.80;1232.00;0.00;0.32
8;0;2495.00;9.85;1144.00;0.00;0.32
9;0;2207.00;10.20;819.00;0.00;0.36
10;0;2163.00;9.85;1033.00;0.00;0.28
11;0;2374.00;10.27;678.00;0.00;0.40
12;0;2470.00;11.20;1304.00;0.00;0.40
13;0;2180.00;9.82;864.00;0.00;0.28
14;0;2366.00;10.07;815.00;0.00;0.32
15;0;2390.00;10.00;878.00;0.00;0.28
16;0;2213.00;10.40;740.00;0.00;0.36
17;0;2237.00;10.50;853.00;0.00;0.28
18;0;2219.00;10.90;771.00;0.00;0.32
19;0;2078.00;9.87;1036.00;0.00;0.28
20;0;2401.00;10.07;727.00;0.00;0.32
21;0;2506.00;10.67;1260.00;0.00;0.28
22;0;2292.00;11.00;863.00;0.00;0.32
23;0;2432.00;10.15;1245.00;0.00;0.32
24;0;2445.00;10.60;1297.00;0.00;0.32
25;0;2324.00;9.92;627.00;0.00;0.32
26;0;2369.00;10.70;750.00;0.00;0.28
27;0;2301.00;10.52;640.00;0.00;0.44
28;0;2353.00;10.05;1140.00;0.00;0.32
29;0;2285.00;10.55;782.00;0.00;0.32
30;0;2535.00;9.90;1241.00;0.00;0.28
31;0;2274.00;10.15;677.00;0.00;0.32
32;0;2175.00;9.90;772.00;0.00;0.32
33;0;2395.00;9.80;1244.00;0.00;0.32
34;0;2286.00;10.40;674.00;0.00;0.32
35;0;2444.00;10.65;1268.00;0.00;0.32
36;0;2307.00;10.80;855.00;0.00;0.36
37;0;2392.00;9.97;841.00;0.00;0.32
38;0;2279.00;11.02;866.00;0.00;0.28
39;0;2485.00;10.57;1219.00;0.00;0.36
40;0;2198.00;10.40;851.00;0.00;0.36
41;0;2262.00;9.75;740.00;0.00;0.28
42;0;2266.00;10.05;693.00;0.00;0.40
43;0;2388.00;9.90;1275.00;0.00;0.32
44;0;2308.00;9.85;601.00;0.00;0.36
45;0;2270.00;10.40;813.00;0.00;0.40
46;0;2167.00;9.75;813.00;0.00;0.32
47;0;2457.00;10.90;1239.00;0.00;0.32
48;0;2471.00;10.40;1212.00;0.00;0.36
49;0;2337.00;10.65;856.00;0.00;0.32
50;0;2282.00;10.90;886.00;0.00;0.28
51;0;2405.00;10.10;861.00;0.00;0.24
52;0;2418.00;10.25;1297.00;0.00;0.28
53;0;2412.00;10.02;761.00;0.00;0.36
54;0;2249.00;10.30;830.00;0.00;0.28
55;0;2216.00;10.10;708.00;0.00;0.32
56;0;2226.00;10.50;840.00;0.00;0.28
57;0;2512.00;10.87;1277.00;0.00;0.32
58;0;2507.00;9.90;889.00;0.00;0.28
59;0;2354.00;9.95;1129.00;0.00;0.28
60;0;2265.00;9.95;766.00;0.00;0.40
61;0;2518.00;10.40;1300.00;0.00;0.36
62;0;2477.00;9.82;855.00;0.00;0.24
63;0;2161.00;9.57;1077.00;0.00;0.32
64;0;2351.00;10.90;726.00;0.00;0.40
65;0;2319.00;10.45;820.00;0.00;0.32
66;0;2365.00;10.00;664.00;0.00;0.32
67;0;2071.00;10.00;1047.00;0.00;0.24
68;0;2220.00;10.82;795.00;0.00;0.32
69;0;2533.00;10.35;1209.00;0.00;0.28
