2;arms_factory;2335.00;9.80;1154.00;5.88;0
2;arms_factory;2338.00;9.88;1155.00;3.73;0
2;arms_factory;2335.00;9.80;1153.00;3.83;0
2;arms_factory;2335.00;9.80;1153.00;1.67;0
2;arms_factory;2336.00;9.85;1155.00;4.33;0
2;arms_factory;2337.00;9.88;1156.00;0.71;0
2;industrial_complex;2338.00;9.90;1154.00;3.73;0
2;industrial_complex;2338.00;9.90;1154.00;0.11;0
2;industrial_complex;2335.00;9.80;1156.00;2.78;0
2;industrial_complex;2336.00;9.85;1154.00;5.44;0
2;industrial_complex;2335.00;9.80;1154.00;2.17;0
2;industrial_complex;2335.00;9.80;1154.00;4.84;0
2;air_base;2336.00;9.82;1153.00;1.23;0
2;supply_node;2336.00;9.85;1154.00;5.20;0
2;naval_base;2337.00;9.80;1158.00;-3.14;713
2;bunker;2336.00;9.82;1157.00;1.83;0
2;coastal_bunker;2334.00;9.50;1153.00;-3.14;0
2;dockyard;2340.00;9.80;1154.00;-3.14;0
2;anti_air_building;2336.00;9.85;1156.00;3.90;0
2;anti_air_building;2337.00;9.90;1154.00;1.73;0
2;anti_air_building;2338.00;9.88;1155.00;4.40;0
2;synthetic_refinery;2335.00;9.80;1154.00;5.96;0
2;fuel_silo;2335.00;9.80;1154.00;2.34;0
2;radar_station;2337.00;9.88;1156.00;1.74;0
2;rocket_site;2335.00;9.80;1153.00;1.39;0
2;nuclear_reactor;2336.00;9.82;1157.00;4.40;0
2;floating_harbor;2336.00;9.50;1163.00;0.00;431
3;arms_factory;2109.00;9.50;1143.00;3.83;0
3;arms_factory;2109.00;9.50;1143.00;1.67;0
3;arms_factory;2109.00;9.50;1143.00;4.33;0
3;arms_factory;2109.00;9.50;1143.00;0.71;0
3;arms_factory;2109.00;9.50;1143.00;3.73;0
3;arms_factory;2109.00;9.50;1143.00;0.11;0
3;industrial_complex;2109.00;9.50;1143.00;2.78;0
3;industrial_complex;2109.00;9.50;1143.00;5.44;0
3;industrial_complex;2109.00;9.50;1143.00;2.17;0
3;industrial_complex;2109.00;9.50;1143.00;4.84;0
3;industrial_complex;2109.00;9.50;1143.00;1.23;0
3;industrial_complex;2109.00;9.50;1143.00;2.78;0
3;air_base;2109.00;9.50;1143.00;0.62;0
3;supply_node;2109.00;9.50;1143.00;4.44;0
3;naval_base;2109.00;9.50;1143.00;-1.57;774
3;bunker;2109.00;9.50;1143.00;2.68;0
3;coastal_bunker;2109.00;9.50;1143.00;-1.57;0
3;dockyard;2109.00;9.50;1143.00;-1.57;0
3;anti_air_building;2109.00;9.50;1143.00;4.40;0
3;anti_air_building;2109.00;9.50;1143.00;5.96;0
3;anti_air_building;2109.00;9.50;1143.00;2.34;0
3;synthetic_refinery;2109.00;9.50;1143.00;0.18;0
3;fuel_silo;2109.00;9.50;1143.00;1.39;0
3;radar_station;2109.00;9.50;1143.00;6.15;0
3;rocket_site;2109.00;9.50;1143.00;0.79;0
3;nuclear_reactor;2109.00;9.50;1143.00;4.91;0
3;floating_harbor;2072.00;9.50;1254.00;0.32;689
4;arms_factory;2162.00;9.82;1078.00;4.33;0
4;arms_factory;2165.00;9.93;1079.00;0.71;0
4;arms_factory;2171.00;9.88;1110.00;3.73;0
4;arms_factory;2184.00;9.85;1103.00;0.11;0
4;arms_factory;2171.00;9.95;1100.00;2.78;0
4;arms_factory;2176.00;9.93;1094.00;5.44;0
4;industrial_complex;2170.00;9.85;1110.00;2.17;0
4;industrial_complex;2159.00;10.00;1082.00;4.84;0
4;industrial_complex;2151.00;9.88;1087.00;1.23;0
4;industrial_complex;2175.00;9.98;1094.00;2.78;0
4;industrial_complex;2177.00;10.10;1102.00;0.62;0
4;industrial_complex;2158.00;9.95;1082.00;1.83;0
4;air_base;2156.00;9.98;1085.00;5.95;0
4;supply_node;2161.00;9.57;1077.00;3.68;0
4;supply_node;2170.00;9.60;1116.00;0.33;0
4;supply_node;2184.00;9.80;1098.00;1.81;0
4;supply_node;2173.00;10.03;1104.00;5.85;0
4;supply_node;2160.00;9.93;1090.00;1.04;0
4;supply_node;2174.00;10.00;1094.00;3.98;0
4;supply_node;2180.00;9.95;1115.00;1.74;0
4;supply_node;2185.00;9.90;1109.00;3.22;0
4;supply_node;2150.00;9.60;1087.00;6.15;0
4;supply_node;2169.00;9.93;1084.00;2.46;0
4;naval_base;2172.00;9.80;1082.00;0.59;955
4;naval_base;2167.00;9.80;1108.00;-2.36;926
4;naval_base;2185.00;9.50;1093.00;1.11;713
4;naval_base;2170.00;9.50;1113.00;-0.59;922
4;naval_base;2176.00;9.50;1119.00;-2.47;917
4;naval_base;2158.00;9.88;1091.00;-2.03;944
4;naval_base;2150.00;9.60;1093.00;-3.14;943
4;naval_base;2155.00;9.60;1081.00;-1.98;954
4;naval_base;2176.00;9.82;1091.00;0.64;946
4;naval_base;2187.00;9.85;1106.00;0.79;927
4;bunker;2159.00;9.88;1092.00;4.57;0
4;bunker;2169.00;9.90;1083.00;2.41;0
4;bunker;2182.00;10.00;1109.00;0.25;0
4;bunker;2151.00;9.88;1084.00;0.35;0
4;bunker;2175.00;10.12;1105.00;4.47;0
4;bunker;2179.00;9.88;1116.00;0.85;0
4;bunker;2171.00;9.93;1117.00;3.87;0
4;bunker;2168.00;9.85;1094.00;5.08;0
4;bunker;2157.00;9.88;1080.00;2.92;0
4;bunker;2183.00;9.88;1101.00;5.58;0
4;coastal_bunker;2175.00;9.60;1120.00;-3.39;0
4;coastal_bunker;2175.00;9.57;1083.00;1.37;0
4;coastal_bunker;2160.00;9.80;1096.00;-2.68;0
4;coastal_bunker;2167.00;9.80;1108.00;-2.36;0
4;coastal_bunker;2187.00;9.82;1114.00;-4.12;0
4;coastal_bunker;2173.00;9.82;1123.00;-2.55;0
4;coastal_bunker;2165.00;9.50;1071.00;0.59;0
4;coastal_bunker;2149.00;9.82;1089.00;-3.14;0
4;coastal_bunker;2187.00;9.50;1103.00;1.11;0
4;dockyard;2167.00;9.82;1116.00;-2.55;0
4;anti_air_building;2168.00;9.85;1104.00;0.92;0
4;anti_air_building;2171.00;9.82;1111.00;1.02;0
4;anti_air_building;2179.00;10.07;1113.00;5.15;0
4;synthetic_refinery;2163.00;10.00;1088.00;2.98;0
4;fuel_silo;2180.00;10.03;1103.00;4.54;0
4;radar_station;2168.00;9.57;1098.00;1.95;0
4;rocket_site;2178.00;10.10;1113.00;3.59;0
4;nuclear_reactor;2176.00;9.90;1116.00;1.43;0
5;arms_factory;2081.00;10.00;1088.00;3.73;0
5;arms_factory;2058.00;9.80;1094.00;0.11;0
5;arms_factory;2086.00;9.80;1082.00;2.78;0
5;arms_factory;2072.00;9.93;1095.00;5.44;0
5;arms_factory;2058.00;9.88;1097.00;2.17;0
5;arms_factory;2078.00;10.00;1092.00;4.84;0
5;industrial_complex;2070.00;9.88;1085.00;1.23;0
5;industrial_complex;2051.00;9.80;1103.00;2.78;0
5;industrial_complex;2076.00;10.05;1086.00;0.62;0
5;industrial_complex;2056.00;9.80;1092.00;1.83;0
5;industrial_complex;2082.00;9.90;1090.00;5.95;0
5;industrial_complex;2077.00;10.00;1091.00;2.68;0
5;air_base;2053.00;9.78;1095.00;3.90;0
5;supply_node;2062.00;9.88;1090.00;1.81;0
5;supply_node;2052.00;9.80;1098.00;5.85;0
5;supply_node;2089.00;9.90;1085.00;1.04;0
5;supply_node;2078.00;9.90;1081.00;3.98;0
5;supply_node;2064.00;9.88;1102.00;1.74;0
5;supply_node;2053.00;9.82;1107.00;3.22;0
5;supply_node;2072.00;9.88;1103.00;6.15;0
5;supply_node;2079.00;9.93;1094.00;2.46;0
5;supply_node;2073.00;10.00;1090.00;5.39;0
5;supply_node;2068.00;9.53;1080.00;0.58;0
5;naval_base;2068.00;9.53;1080.00;-1.11;849
5;naval_base;2094.00;9.80;1088.00;-4.25;849
5;naval_base;2072.00;9.80;1108.00;-3.73;849
5;naval_base;2056.00;9.50;1090.00;-0.79;849
5;naval_base;2077.00;9.57;1077.00;0.24;849
5;naval_base;2048.00;9.53;1105.00;-1.57;849
5;naval_base;2051.00;9.80;1108.00;-3.46;849
5;naval_base;2080.00;9.82;1098.00;-4.12;849
5;naval_base;2061.00;9.78;1109.00;-3.28;849
5;bunker;2075.00;9.90;1080.00;2.41;0
5;bunker;2078.00;9.93;1096.00;0.25;0
5;bunker;2056.00;9.90;1102.00;0.35;0
5;bunker;2060.00;9.78;1088.00;4.47;0
5;bunker;2056.00;9.88;1107.00;0.85;0
5;bunker;2077.00;10.00;1088.00;3.87;0
5;bunker;2085.00;9.90;1089.00;5.08;0
5;bunker;2071.00;9.85;1082.00;2.92;0
5;bunker;2057.00;9.85;1104.00;5.58;0
5;bunker;2070.00;9.80;1108.00;0.86;0
5;coastal_bunker;2090.00;9.50;1081.00;-4.25;0
5;coastal_bunker;2073.00;9.80;1108.00;-3.73;0
5;coastal_bunker;2048.00;9.50;1098.00;-1.57;0
5;coastal_bunker;2084.00;9.78;1080.00;0.24;0
5;coastal_bunker;2053.00;9.78;1111.00;-3.46;0
5;coastal_bunker;2081.00;9.80;1097.00;-4.12;0
5;coastal_bunker;2059.00;9.50;1087.00;-0.79;0
5;coastal_bunker;2066.00;9.50;1080.00;-1.11;0
5;coastal_bunker;2068.00;9.75;1109.00;-3.28;0
5;dockyard;2048.00;9.50;1103.00;-1.57;0
5;anti_air_building;2059.00;9.80;1089.00;0.92;0
5;anti_air_building;2085.00;9.90;1085.00;1.02;0
5;anti_air_building;2068.00;9.80;1089.00;5.15;0
5;synthetic_refinery;2059.00;9.80;1094.00;2.98;0
5;fuel_silo;2073.00;9.93;1080.00;4.54;0
5;radar_station;2071.00;9.98;1093.00;1.95;0
5;rocket_site;2060.00;9.85;1097.00;3.59;0
5;nuclear_reactor;2074.00;9.98;1088.00;1.43;0
6;arms_factory;2123.00;9.80;1053.00;2.78;0
6;arms_factory;2110.00;10.23;1064.00;5.44;0
6;arms_factory;2125.00;10.07;1061.00;2.17;0
6;arms_factory;2097.00;9.90;1060.00;4.84;0
6;arms_factory;2107.00;9.95;1058.00;1.23;0
